,Entry,Ref,Linkage formed,"Acceptor
size",(eq .),"Donor
size",(eq .).1,"Yield
(%)",a : B,"Glycosyl
Donor","Neighbouring
group",Activator,Solvent,temperature_C,donor_type,acceptor_type,solvent_smiles,donor_conf,lg,C2_smiles,activator,Major True,Minor True,Conf positive(%) True
431,149,88,Gal (1-4) Xyl,I,1.25,3,1,79,B,imidate,OBz,TMSOTf,DCE,-20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
432,150,120,"Gal (1-4,6) Glc",1,1,1,2.4,25,B,imidate,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
433,151,35,Gal (16) Gal,1,1,1,4,(NR),B,sulfoxide,OPiv,"Tf2O,MDTBP",,,pyranose,O,,"[0, -1, 1, 1, 1]",[*]S(C1=CC=CC=C1)=O,[*]OC(C(C)(C)C)=O,C(F)(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F.Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
434,152,188,Gal (1-6) Gal,2,1,1,4,52,B,sulfoxide,OPiv,"Tf2O,MDTBP",DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]S(C1=CC=CC=C1)=O,[*]OC(C(C)(C)C)=O,C(F)(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F.Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C,1,0,100.0
435,160,74,Gal [ 4F ] (1-4) Glc,1,1,1,1.8,44,B,bromide,OAc,"Hg(CN)2,HgBr2",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N .Br[Hg]Br,1,0,100.0
436,163,65,GalNAc (1 → 3) Gal,1,1,1,1.5,83,B,chloride,NPhth,"AgOTf,TMU",DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",*Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,1,0,100.0
437,174,125,GalNAc (1 → 4) Gal,3,1,1,2,13,B,bromide,NPhth,AgOTf,,,pyranose,O,,"[0, -1, 1, 1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
438,178,68,GalNAc (1-4) Gal,4,1,1,1.5,85,B,SMe,NPhth,"NIS,TfOH",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
439,179,102,GalNAc (1-4) Gal,2,(NR),1,NR,53,B,SMe,NPhth,"NIS,TfOH",DCM,-30,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
440,182,162,GalNAc (1-4) Gal,2,1,1,1.2,53,B,SMe,NPhth,"NIS,TfOH",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, 1, 1]",[*]SC,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
441,183,168,GalNAc (1 → 4) Glc,1,1.2,1,1,80,B,B-OAc,NHTroc,"Sn(OTf)2,HMDS",,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F..C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
442,184,168,GalNAc (1 → 4) Glc,1,1.2,1,1,80,B,B-OAc,NHTroc,"Yb(OTf)3,HMDS",,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3].C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
443,185,168,GalNAc (1-4) Glc,1,1.2,1,1,80,B,B-OAc,NHTroc,Sn(OTf)2,,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F.,1,0,100.0
444,187,168,GalNAc (1-4) Glc,1,1.2,1,1,81,B,B-OAc,NHTroc,Yb(OTf)3,,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3],1,0,100.0
445,191,168,GalNAc (1 → 6) Gal,1,1.2,1,1,94,B,B-OAc,NHTroc,Yb(OTf)3,,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3],1,0,100.0
446,193,168,GalNAc (1-6) Glc,1,1.2,1,1,99,B,B-OAc,NHTroc,"Yb(OTf)3,HMDS",,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3].C[Si](C)(C)N[Si](C)(C)C,1,0,100.0
447,194,168,GalNAc (1 → 6) Glc,1,1.2,1,1,99,B,B-OAc,NHTroc,Sn(OTf)2,,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)O[Sn]OS(=O)(=O)C(F)(F)F.,1,0,100.0
448,195,168,GalNAc (1 → 6) Glc,1,1.2,1,1,99,B,B-OAc,NHTroc,Yb(OTf)3,,,pyranose,O,,"[1, -1, 1, 1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].C(F)(F)(F)S(=O)(=O)[O-].[Yb+3],1,0,100.0
449,199,156,Glc (1-1) Glc,2,1,1,(1 : 1),66,B,imidate,OBn,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
450,204,18,Glc (1-2) Glc,1,(NR),1,(NR),71,B,vinyl ether,OAc,TMSOTf,MeCN,0,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",[*]O/C(C)=C/C,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
451,229,155,Glc (13) Glc,1,1,1,2,74,B,vinyl ether iso,OPiv,"NIS,TfOH",MeCN,,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",[*]OC(C)=C,[*]OC(C(C)(C)C)=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
452,231,183,Glc (13) Glc,1,1,1,2,84,B,SEt,OBz,"NIS,AgOTf",DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SCC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
453,233,87,Glc (13) GlcNAc,1,1,1,1.3,87,B,imidate,OTol,TMSOTf,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,CC1=CC=C(O[*])C=C1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
454,235,158,Glc (13) GlcNAc,2,1,2,2.5,77,B,imidate,OTol,TMSOTf,,,pyranose,O,,"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,CC1=CC=C(O[*])C=C1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
455,241,71,Glc (1-3) rHA,2,1.06,1,1,42,B,imidate,OAc,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
456,243,71,Glc (13) rHA,1,1,1,1.2,96,B,imidate,OBz,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
457,244,71,Glc (1 → 3) rHA 1,1,1,1,1.2,80,B,imidate,OBz,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
458,245,71,Glc (1 → 3) rHA 1,1,1,1,1,92,B,imidate,OBz,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
459,246,116,Glc (13) tAL [ 6d ] 2,2,1,1,2,56,B,bromide,OAc,"Hg(CN)2,HgBr2",,,pyranose,O,,"[0, -1, 1, -1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N .Br[Hg]Br,1,0,100.0
460,252,85,Glc (1-4) Glc,2,(NR),3,(NR),47,B,bromide,OAc,"AgOTf,TMU",DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,*OC([CH3])=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,1,0,100.0
461,256,155,Glc (1-4) Glc,1,1,1,2,69,B,vinyl ether iso,OPiv,"NIS,TfOH",MeCN,,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",[*]OC(C)=C,[*]OC(C(C)(C)C)=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
462,257,155,Glc (1-4) Glc,1,1,1,2,70,B,vinyl ether iso,OPiv,"NIS,TfOH",MeCN,,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",[*]OC(C)=C,[*]OC(C(C)(C)C)=O,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
463,275,146,Glc (1-4) Glc,1,1,3,1,45,B,SMe,OBz,"NIS,TfOH","DCM,Et2O",-40,pyranose,O,"['CC(Cl)Cl', 'CCOCC']","[0, -1, 1, -1, 1]",[*]SC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
464,284,59,Glc (1-4) GlcNAc,1,(NR),1,(NR),85,B,fluoride,OAc,BF3-OEt2,DCM,0,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
465,288,72,Glc (1-4) rHA,1,1,1,1.1,81,B,bromide,OAc,Hg(CN)2,MeCN,,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",*Br,*OC([CH3])=O,C(#N)[Hg]C#N ,1,0,100.0
466,291,38,Glc (16) Gal,1,1,1,1.1,55,B,fluoride,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
468,313,172,Glc (16) Gal,1,1,1,1,83,B,tetrazol,OBn,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]OC1=NN=NN1,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
469,315,186,Glc (16) Glc,2,(NR),1,(NR),75,B,bromide,OMBz,AgOTf,toluene,,pyranose,O,['Cc1ccccc1'],"[0, -1, 1, -1, 1]",*Br,[*]OC(C1=CC=C(C)C=C1)=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
470,316,185,Glc (1-6) Glc,1,1,1,1.2,84,B,bromide,OMBz,AgOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,[*]OC(C1=CC=C(C)C=C1)=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
471,317,185,Glc (1-6) Glc,1,1,1,1.2,79,B,bromide,OMBz,AgOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,[*]OC(C1=CC=C(C)C=C1)=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
472,318,185,Glc (1-6) Glc,1,1,1,1.2,44,B,bromide,OMBz,AgOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,[*]OC(C1=CC=C(C)C=C1)=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
473,319,147,Glc (1-6) Glc,1,1.3,1,1,38,B,bromide,OAc,"DMF,LiBr",DMF,20,pyranose,O,['CN(C)C=O'],"[0, -1, 1, -1, 1]",*Br,*OC([CH3])=O,CN(C)C=O.[Li+].[Br-],1,0,100.0
474,321,38,Glc (16) Glc,1,1.3,1,1,66,B,chloride,OBz,AgOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Cl,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
475,326,38,Glc (1 → 6) Glc,1,1,1,1.1,45,B,fluoride,OAc,TiF4,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,F[Ti](F)(F)F ,1,0,100.0
476,332,38,Glc (16) Glc,1,1,1,1.1,63,B,fluoride,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
477,333,38,Glc (1-6) Glc,1,1,1,1.1,70,B,fluoride,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
478,334,38,Glc (1-6) Glc,1,1,1,1.1,68,B,fluoride,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
479,335,38,Glc (1-6) Glc,1,1,1,1.1,66,B,fluoride,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
480,336,38,Glc (16) Glc,1,1,1,1.1,59,B,fluoride,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
481,337,38,Glc (1-6) Glc,1,1,2,1.1,61,B,fluoride,OAc,BF3-OEt2,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
482,342,185,Glc (16) Glc,1,1,1,1,62,B,imidate,OAc,BF3-OEt2,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
483,344,14,Glc (1 → 6) Glc,1,1,1,1,34,B,reducing sugar,OBz,Fe(ClO4)3,DCM,39.6,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*O,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Fe+3],1,0,100.0
484,354,30,Glc (16) Glc,1,1,1,1,62,B,dibenzylphosphite,OBn,TMSOTf,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
485,356,30,Glc (1-6) Glc,1,1,1,1,72,B,dibenzylphosphite,OBn,TfOH,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,O=S(=O)(O)C(F)(F)F,1,0,100.0
486,357,30,Glc (1-6) Glc,1,1,I,1,66,B,dibenzylphosphite,OBn,Tf2O,DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]OP(OCC1=CC=CC=C1)OCC2=CC=CC=C2,*O[CH2]C1=[CH][CH]=[CH][CH]=[CH]1,C(F)(F)(F)S(=O)(=O)OS(=O)(=O)C(F)(F)F,1,0,100.0
487,358,19,Glc (16) Glc,I,1,| 1,2,43,B,sulfoxide,OBz,TMSOTf,DCM,-30,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]S(C1=CC=CC=C1)=O,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
488,359,19,Glc (16) Glc,1,1,1,2,51,B,sulfoxide,OBz,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]S(C1=CC=CC=C1)=O,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
489,362,19,Glc (1 → 6) Glc,1,1,1,2,70,B,sulfoxide,OBz,TMSOTf,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]S(C1=CC=CC=C1)=O,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
490,366,38,Glc (1-6) Glc,1,1.05,1,1,77,B,SEt,OBz,MeOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*]SCC,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,COS(=O)(=O)C(F)(F)F  ,1,0,100.0
491,370,115,Glc (16) Glc,1,2,2,1,46,B,SPh,OAc,"NIS,TESOTf",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",[*][S]C1=CC=CC=C1,*OC([CH3])=O,C1CC(=O)N(C1=O)I .CC[Si](CC)(CC)OS(=O)(=O)C(F)(F)F,1,0,100.0
492,375,37,Glc (1-6) GlcNAc,1,1,2,1,66,B,imidate,OAc,BF3-OEt2,DCM,,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,CCO(CC).[B-](F)(F)F,1,0,100.0
493,376,37,Glc (16) GlcNAc,1,1,2,1,61,B,imidate,OAc,TMSOTf,DCM,-40,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*OC([CH3])=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
494,377,42,Glc (1 → 6) GlcNAc,3,1,1,1.5,90,B,SePh,OBz,"NIS,TfOH","DCE,Et2O",0,pyranose,O,"['C(CCl)Cl ', 'CCOCC']","[0, -1, 1, -1, 1]",[*][Se]C1=CC=CC=C1,*OC(=O)C1=[CH][CH]=[CH][CH]=[CH]1,C1CC(=O)N(C1=O)I .O=S(=O)(O)C(F)(F)F,1,0,100.0
498,404,131,GlcNAc (1-2) Gal,1,1,1,1.3,100,B,imidate,NHTroc,TMSOTf,DCM,-20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
499,405,67,GlcNAc (12) Man,1,1,1,5.6,54,B,bromide,NPhth,"AgOTf,collidine",MeCN,-30,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
500,406,92,GlcNAc (1 →→ 2) Man,3,1,1,3.5,71,B,bromide,NPhth,"AgOTf,lutidine",DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=NC(=CC=C1)C,1,0,100.0
501,409,175,GlcNAc (1 → 2) Man,2,2,1,1,91,B,bromide,NPhth,"AgOTf,collidine",DCM,-78,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
502,411,161,GlcNAc (1 → 2) Man [ 6F ],1,1,1,1.5,98,B,bromide,NPhth,"AgOTf,collidine",DCM,-50,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CC1=CC(=NC(=C1)C)C,1,0,100.0
503,412,111,GlcNAc (1-3) fUC,1,1,1,1.1,71,B,B-OAc,NHTroc,FeCl3,DCM,20,pyranose,O,['CC(Cl)Cl'],"[1, -1, 1, -1, 1]",*OC([CH3])=O,*[NH]C(=O)O[CH2]C(Cl)(Cl)Cl,Cl[Fe](Cl)Cl,1,0,100.0
504,415,15,GlcNAc (1 → 3) Gal,2,1,2,2.2,38,B,bromide,NPhth,"AgOTf,TMU",DCM,-70,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*Br,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C(F)(F)(F)S(=O)(=O)[O-].[Ag+].CN(C)C(=O)N(C)C,1,0,100.0
505,416,126,GlcNAc (1 → 3) Gal,2,1.3,3,1,42->58,B,fluoride,NPhth,"CpHfCl2,AgOTf",DCE,-40,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1C=CC=[C-]1.C1C=CC=[C-]1.[Cl-].[Cl-].[Hf+4].C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
506,417,166,GlcNAc (1 → 3) Gal,2,(NR),2,(NR),87,B,fluoride,NPhth,"CpHfCl2,AgOTf",DCM,-23,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*F,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C1C=CC=[C-]1.C1C=CC=[C-]1.[Cl-].[Cl-].[Hf+4].C(F)(F)(F)S(=O)(=O)[O-].[Ag+],1,0,100.0
507,420,80,GlcNAc (1 → 3) Gal,3,1,3,1.06,80,B,imidate,N3,TMSOTf,MeCN,-40,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
508,421,80,GlcNAc (1-3) Gal,2,2,6,1,80,B,imidate,N3,TMSOTf,DCM,20,pyranose,O,['CC(Cl)Cl'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
509,424,100,GlcNAc (1 → 3) Gal,1,1,1,1.1,84,B,imidate,NHCOCCI3,TMSOTf,DCE,20,pyranose,O,['C(CCl)Cl '],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,[*]NC(C(Cl)(Cl)Cl)=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
510,425,126,GlcNAc (1-3) Gal,2,2,3,1,42,B,imidate,NPhth,TMSOTf,MeCN,-38,pyranose,O,['CC#N'],"[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N1C(=O)C2=[CH][CH]=[CH][CH]=C2C1=O,C[Si](C)(C)OS(=O)(=O)C(F)(F)F,1,0,100.0
511,427,132,GlcNAc (1-3) Gal,2,(NR),3,1,71,B,imidate,N3,BF3-OEt2,"DCM,n-hexane",-10,pyranose,O,"['CC(Cl)Cl', 'CCCCCC']","[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],CCO(CC).[B-](F)(F)F,1,0,100.0
512,428,132,GlcNAc (1 → 3) Gal,2,(NR),4,(NR),69,B,imidate,N3,BF3-OEt2,"DCM,n-hexane",-10,pyranose,O,"['CC(Cl)Cl', 'CCCCCC']","[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],CCO(CC).[B-](F)(F)F,1,0,100.0
513,429,132,GlcNAc (1 → 3) Gal,5,(NR),3,(NR),64,B,imidate,N3,BF3-OEt2,"DCM,n-hexane",-10,pyranose,O,"['CC(Cl)Cl', 'CCCCCC']","[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],CCO(CC).[B-](F)(F)F,1,0,100.0
514,430,132,GlcNAc (1 → 3) Gal,5,(NR),3,(NR),63,B,imidate,N3,BF3-OEt2,"DCM,n-hexane",-10,pyranose,O,"['CC(Cl)Cl', 'CCCCCC']","[0, -1, 1, -1, 1]",*OC(=N)C(Cl)(Cl)Cl,*N=[N+]=[N-],CCO(CC).[B-](F)(F)F,1,0,100.0
